05h35m36.03s -05d15m32.86s,0.4662,90.8473,Metric Spacetime Anomaly,6.74,MATCH: TKK  1053 (IR),,
05h35m37.55s -05d36m31.82s,0.2206,33.1364,Gasious Substrate Schema,12.06,MATCH: [DRS2009] 2472 (*),,
05h35m41.46s -05d00m21.42s,0.2196,125.66,Minkowskian Baseline,15.01,MATCH: [SKN2015] AzTEC-Ori 376 (mm),,
05h36m43.03s -05d20m45.60s,0.4699,328.1428,Metric Spacetime Anomaly,39.8,MATCH: [INS2019] 58 (MoC),,
05h36m20.54s -05d28m57.20s,0.835,67.2453,Baryonic Metric Substrate,18.75,MATCH: 2MASS J05362123-0529128 (*),,
05h36m31.50s -05d09m00.40s,0.3448,59.4789,Helical Metric Schema,33.63,MATCH: 2MASS J05363046-0509302 (*),,
05h34m47.81s -05d35m59.90s,0.3804,30.8291,Trefoil Metric Schema,8.56,MATCH: 2MASS J05344723-0536008 (*),,
05h36m44.14s -05d14m13.60s,0.4866,29.2607,Metric Spacetime Anomaly,50.83,MATCH: Parenago  2426 (*),,
05h35m03.43s -05d15m23.15s,0.2997,244.2747,Solenoidal Metric Schema (Iron),11.76,MATCH: V* V2138 Ori (Or*),,
05h35m32.59s -05d37m06.37s,0.33,24.8031,Helical Metric Schema,6.48,MATCH: [H97b] 21148 (*),,
05h34m30.19s -05d26m33.53s,0.4804,28.6753,Metric Spacetime Anomaly,25.83,MATCH: 2MASS J05343190-0526368 (TT*),,
05h35m30.87s -05d11m17.30s,0.416,69.7003,Trefoil Metric Schema,24.88,MATCH: [MGR2000b] A12 (FIR),,
05h35m44.09s -05d38m45.88s,0.2834,25.1302,Solenoidal Metric Schema (Iron),11.08,MATCH: [H97b] 21404 (*),,
05h35m56.37s -05d33m20.01s,0.4741,57.8494,Metric Spacetime Anomaly,17.56,MATCH: 2MASS J05355556-0533068 (*),,
05h35m36.76s -05d29m00.24s,1.392,12.7732,Metric Spacetime Anomaly,21.5,MATCH: [SKN2015] AzTEC-Ori 368 (mm),,
05h36m11.79s -05d17m23.50s,0.4191,66.3451,Trefoil Metric Schema,14,MATCH: [SRB2015] p155 (Y*O),,
05h35m30.30s -05d02m22.29s,0.5475,101.0171,Metric Spacetime Anomaly,15.83,MATCH: 2MASS J05352937-0502146 (*),,
05h34m03.05s -05d15m48.78s,0.2404,337.5086,Gasious Substrate Schema,21.46,MATCH: 2MASS J05340402-0516046 (*),,
05h34m51.62s -05d44m03.30s,0.2195,61.5786,Minkowskian Baseline,9.07,MATCH: PLCKECC G209.28-19.62 (cor),,
05h35m34.84s -05d10m33.94s,0.2596,247.9771,Gasious Substrate Schema,14.7,MATCH: [KFP2017] Orion A 422 (cor),,
05h33m43.56s -05d19m06.48s,0.2626,300.3584,Gasious Substrate Schema,73.46,MATCH: V* V1664 Ori (TT*),,
05h35m47.44s -05d35m02.20s,0.2726,34.7458,Gasious Substrate Schema,13.88,MATCH: [H97b] 21132 (*),,
05h35m00.42s -05d09m02.44s,0.4494,35.9194,Trefoil Metric Schema,15.06,MATCH: TKK   281 (*),,
05h35m03.88s -05d09m08.05s,1.0605,10.1456,Baryonic Metric Substrate,14.44,MATCH: 2MASS J05350312-0509170 (TT*),,
05h35m46.73s -05d36m19.05s,0.1932,170.0969,Minkowskian Baseline,5.04,MATCH: [DRS2009] 2400 (*),,
05h36m37.92s -05d29m14.24s,0.2907,19.5016,Solenoidal Metric Schema (Iron),39.3,MATCH: Parenago  2425 (*),,
05h35m52.88s -05d15m36.24s,0.3661,92.6969,Trefoil Metric Schema,12.65,MATCH: 2MASS J05355364-0515416 (*),,
05h34m27.48s -05d33m31.06s,0.1842,484.3127,Minkowskian Baseline,23.92,MATCH: [SKN2015] C18O-Ori  23 (MoC),,
05h34m51.58s -05d13m41.41s,0.2961,1.3915,Solenoidal Metric Schema (Iron),12.13,MATCH: 2MASS J05345143-0513295 (TT*),,
05h33m39.33s -05d17m51.43s,0.2929,115.3317,Solenoidal Metric Schema (Iron),41.65,MATCH: [RHS2000] 1-248 (*),,
05h36m25.63s -05d31m20.80s,0.2378,20.625,Gasious Substrate Schema,15.09,MATCH: [AD95]  664 (*),,
05h35m54.16s -05d31m48.34s,0.252,65.1605,Gasious Substrate Schema,25.71,MATCH: [SKN2015] C18O-Ori 228 (MoC),,
05h36m36.98s -05d20m29.64s,0.2926,296.7432,Solenoidal Metric Schema (Iron),50.97,MATCH: BD-05  1337 (*),,
05h36m11.91s -05d31m32.04s,0.2384,57.1082,Gasious Substrate Schema,21.97,MATCH: 2MASS J05361229-0531532 (*),,
05h36m10.17s -05d43m25.14s,0.2469,12.2928,Gasious Substrate Schema,40.59,MATCH: 2MASS J05361266-0543411 (RG*),,
05h36m23.71s -05d31m16.17s,0.1924,149.824,Minkowskian Baseline,14.22,MATCH: [H97b]  5154 (*),,
05h34m46.27s -05d28m32.70s,0.4352,58.6881,Trefoil Metric Schema,13.45,MATCH: 2MASS J05344584-0528208 (*),,
05h36m08.52s -05d12m13.22s,0.2537,33.469,Gasious Substrate Schema,7.69,MATCH: [H97b] 10969 (*),,
05h35m28.92s -05d40m01.99s,0.3302,10.0333,Helical Metric Schema,20.7,MATCH: [SRB2015] s43 (Y*O),,
05h35m58.43s -05d38m48.09s,0.2074,332.4883,Minkowskian Baseline,24.01,MATCH: [DRS2009] 2584 (*),,
05h36m23.83s -05d35m45.01s,0.2514,37.8922,Gasious Substrate Schema,33.78,MATCH: [H97b] 21612 (Ir*),,
05h34m06.39s -05d27m51.76s,0.3025,105.4141,Solenoidal Metric Schema (Iron),57.63,MATCH: [SKN2015] AzTEC-Ori  89 (Y*O),,
05h35m43.00s -05d03m36.02s,0.2501,81.9722,Gasious Substrate Schema,9.14,MATCH: JCMTSF J053542.9-050327 (smm),,
05h34m26.81s -05d22m38.25s,0.2438,39.29,Gasious Substrate Schema,19.3,MATCH: 2MASS J05342737-0522210 (*),,
05h35m34.00s -05d28m10.36s,0.2216,156.1733,Gasious Substrate Schema,17.22,MATCH: [H97b] 20476 (*),,
05h34m51.31s -05d14m32.24s,0.2478,16.612,Gasious Substrate Schema,8.26,MATCH: TKK   169 (IR),,
05h36m13.58s -05d31m42.73s,0.3197,242.3536,Localized Torsional Inflection,19.35,MATCH: [SKN2015] AzTEC-Ori 497 (mm),,
05h34m30.49s -05d37m40.08s,0.4223,21.9595,Trefoil Metric Schema,46.93,MATCH: V* V1962 Ori (TT*),,
05h33m54.71s -05d13m44.82s,0.341,16.1702,Helical Metric Schema,25.26,MATCH: [DRS2009] 1614 (*),,
05h35m16.33s -05d34m42.15s,0.2755,119.9844,Gasious Substrate Schema,11.89,MATCH: 2MASS J05351559-0534466 (Or*),,
05h35m36.51s -05d36m33.26s,0.3647,185.1966,Trefoil Metric Schema,16.99,MATCH: [SRB2015] s60 (Y*O),,
05h33m43.18s -05d17m38.94s,0.3704,78.0533,Trefoil Metric Schema,36.09,MATCH: 2MASS J05334369-0517038 (*),,
05h35m11.97s -05d29m27.71s,0.3758,44.2262,Trefoil Metric Schema,5.11,MATCH: 2MASS J05351194-0529327 (Y*O),,
05h33m54.58s -05d27m57.33s,0.205,223.1355,Minkowskian Baseline,24.52,MATCH: [DRH2012] 1516 (*),,
05h36m20.88s -05d29m50.57s,0.3503,41.9929,Helical Metric Schema,6.78,MATCH: [H97b] 11102 (*),,
05h34m35.86s -05d18m33.53s,0.7803,90.3609,Metric Spacetime Anomaly,27.54,MATCH: [H97b] 10205 (*),,
05h36m24.96s -05d29m19.35s,0.4075,54.1008,Trefoil Metric Schema,22.95,MATCH: [H97b] 21489 (*),,
05h35m07.15s -05d21m34.01s,0.393,161.6697,Trefoil Metric Schema,1.21,MATCH: 2MASS J05350722-0521345 (Y*?),,
05h34m38.70s -05d27m01.92s,0.7705,139.4157,Metric Spacetime Anomaly,20.05,MATCH: 2MASS J05343955-0527174 (Or*),,
05h35m56.77s -05d38m18.06s,0.5463,49.3096,Metric Spacetime Anomaly,31.25,MATCH: [DRH2012] 1741 (*),,
05h36m22.82s -05d21m32.48s,0.6443,363.5135,Localized Torsional Inflection,30.32,MATCH: [SRB2015] p139 (Y*O),,
05h34m07.29s -05d38m44.09s,0.317,22.913,Solenoidal Metric Schema (Iron),58.64,MATCH: [DRS2009] 2364 (*),,
05h35m01.45s -05d24m48.27s,0.2562,12.859,Gasious Substrate Schema,12.16,MATCH: [NW2007] OrionAN-0535022-52453 (Y*?),,
05h35m43.98s -05d47m51.15s,0.2064,82.4722,Minkowskian Baseline,35.83,MATCH: [SRB2015] p48 (Y*O),,
05h35m29.57s -05d25m04.22s,0.5996,95.167,Metric Spacetime Anomaly,7.29,MATCH: V* V1290 Ori (TT*),,
05h34m09.55s -05d37m10.77s,0.2423,150.0848,Gasious Substrate Schema,15.77,MATCH: [SKN2015] C18O-Ori  13 (MoC),,
05h34m50.44s -05d23m26.46s,0.171,179.7126,Minkowskian Baseline,2.9,MATCH: COUP    52 (*),,
05h35m44.75s -05d02m55.76s,0.2531,75.1437,Gasious Substrate Schema,27.86,MATCH: V* V2582 Ori (Or*),,
05h35m46.38s -05d41m34.73s,0.2208,198.0612,Localized Torsional Inflection,23.09,MATCH: [SKN2015] AzTEC-Ori 391 (mm),,
05h35m09.16s -05d28m24.19s,0.2313,116.5379,Gasious Substrate Schema,2.21,MATCH: [DRH2012] 537 (*),,
05h34m01.34s -05d11m45.42s,0.3231,99.5411,Helical Metric Schema,43.17,MATCH: [DRH2012] 1710 (*),,
05h35m06.07s -05d19m55.43s,0.4402,365.9332,Localized Torsional Inflection,1.23,MATCH: JW  285 (Or*),,
05h36m29.33s -05d33m52.04s,0.4205,238.6928,Trefoil Metric Schema,40.77,MATCH: 2MASS J05362695-0534121 (Or*),,
05h35m15.97s -05d11m06.05s,0.3397,196.7669,Helical Metric Schema,11.65,MATCH: [NW2007] OrionAN-0535154-51114 (Y*?),,
05h35m34.60s -05d06m45.37s,0.1822,218.2597,Minkowskian Baseline,12,MATCH: [SKN2015] C18O-Ori 207 (MoC),,
05h33m45.78s -05d30m42.47s,0.4626,399.5845,Localized Torsional Inflection,10.63,MATCH: V* VZ Ori (TT*),,
05h34m34.52s -05d16m51.59s,0.2053,177.0497,Minkowskian Baseline,28.16,MATCH: [SKN2015] AzTEC-Ori 156 (MoC),,
05h34m12.85s -05d17m42.14s,0.2254,6.7228,Gasious Substrate Schema,12.51,MATCH: 2MASS J05341367-0517441 (Or*),,
05h35m01.92s -05d31m29.97s,0.6313,50.755,Metric Spacetime Anomaly,20.24,MATCH: 2MASS J05350230-0531105 (Or*),,
05h36m10.14s -05d15m40.24s,0.2093,22.0968,Minkowskian Baseline,13.85,MATCH: 2MASS J05360927-0515349 (*),,
05h34m18.62s -05d17m40.21s,0.3569,22.3007,Helical Metric Schema,42.62,MATCH: [DRH2012] 612 (*),,
05h35m12.51s -05d18m55.62s,0.5651,19.4197,Metric Spacetime Anomaly,11.32,MATCH: V* V2230 Ori (Or*),,
05h34m46.11s -05d10m56.18s,0.608,309.3646,Localized Torsional Inflection,16.11,MATCH: V* XZ Ori (TT*),,
05h35m41.71s -05d19m32.17s,0.8697,152.0174,Baryonic Metric Substrate,15.52,MATCH: [H97b] 10759 (*),,
05h36m38.15s -05d29m13.10s,0.2838,32.5756,Solenoidal Metric Schema (Iron),38.06,MATCH: Parenago  2425 (*),,
05h35m33.26s -05d32m20.82s,0.2657,38.4357,Gasious Substrate Schema,9.24,MATCH: 2MASS J05353380-0532252 (Or*),,
05h35m08.56s -05d03m04.94s,0.3588,9.1201,Helical Metric Schema,24.32,MATCH: 2MASS J05350782-0502432 (NIR),,
05h35m10.53s -05d05m40.82s,0.2487,153.2831,Gasious Substrate Schema,26.28,MATCH: V* V376 Ori (Or*),,
05h35m32.22s -05d24m53.87s,0.2036,15.5879,Minkowskian Baseline,17.47,MATCH: [SRB2015] p123 (Y*O),,
05h35m24.61s -05d31m38.78s,0.2195,20.3663,Minkowskian Baseline,7.32,MATCH: HH  502S8 (HH),,
05h35m30.72s -05d19m35.95s,0.2435,45.7911,Gasious Substrate Schema,4.25,MATCH: V* V2489 Ori (Or*),,
05h35m14.59s -05d29m12.77s,0.2459,366.0994,Localized Torsional Inflection,9.53,MATCH: 2MASS J05351450-0529032 (Or*),,
05h35m13.35s -04d59m46.10s,0.331,204.5532,Helical Metric Schema,14.73,MATCH: JCMTSF J053513.9-045932 (PoC),,
05h34m54.22s -05d43m24.69s,0.8796,164.1449,Baryonic Metric Substrate,10.24,MATCH: JCMTSF J053454.7-054332 (smm),,
05h34m34.85s -05d24m00.40s,0.2761,121.6581,Gasious Substrate Schema,26.84,MATCH: [H97b] 20757 (*),,
05h35m50.02s -05d11m27.59s,0.2264,0.7983,Gasious Substrate Schema,31.17,MATCH: [DRS2009] 2217 (*),,
05h34m56.24s -05d09m23.24s,0.3027,2.4913,Solenoidal Metric Schema (Iron),2.42,MATCH: [H97b] 10309 (Ir*),,
05h34m51.62s -05d41m06.55s,0.6945,24.3254,Metric Spacetime Anomaly,11.78,MATCH: V* V2067 Ori A (Or*),,
05h34m43.11s -05d44m49.12s,0.4477,6.7779,Trefoil Metric Schema,8.92,MATCH: V* IZ Ori B (*),,
05h34m29.61s -05d20m26.41s,0.5575,47.6063,Metric Spacetime Anomaly,4.64,MATCH: [H97b] 10164 (*),,
05h35m36.22s -05d23m06.87s,0.2944,127.8428,Solenoidal Metric Schema (Iron),9.17,MATCH: [SRB2015] p129 (Y*O),,
05h35m09.09s -05d16m44.08s,0.3392,106.5238,Helical Metric Schema,0.6,MATCH: 2MASS J05350913-0516442 (Y*O),,
05h34m42.54s -05d32m27.92s,0.6182,158.2293,Metric Spacetime Anomaly,24.88,MATCH: 2MASS J05344401-0532161 (*),,
05h35m17.49s -05d40m56.46s,1.0281,79.1439,Baryonic Metric Substrate,8.08,MATCH: Brun 611 (Or*),,
05h35m13.71s -05d31m09.55s,0.2813,116.9814,Localized Torsional Inflection,11.99,MATCH: V* V488 Ori (Or*),,
05h36m18.55s -05d09m08.47s,0.3415,14.5202,Helical Metric Schema,0.88,MATCH: [H97b] 11081 (*),,
05h35m43.44s -05d07m21.71s,0.2887,31.114,Solenoidal Metric Schema (Iron),14.59,MATCH: TKK  1174 (IR),,
05h35m44.05s -05d40m49.39s,0.2344,133.4126,Gasious Substrate Schema,10.72,MATCH: V* V1753 Ori (Or*),,
05h34m58.60s -05d28m43.06s,0.9206,279.6696,Baryonic Metric Substrate,7.83,MATCH: V* V2090 Ori (Or*),,
05h36m26.16s -05d38m48.96s,0.3584,21.2289,Helical Metric Schema,15.25,MATCH: 2MASS J05362706-0538559 (*),,
05h34m27.02s -05d31m08.24s,0.2093,86.2502,Minkowskian Baseline,14.99,MATCH: IRAS 05319-0533 (IR),,
05h36m11.29s -05d24m09.72s,0.2027,202.313,Minkowskian Baseline,26.88,MATCH: [SKN2015] AzTEC-Ori 491 (mm),,
05h35m54.78s -05d10m51.80s,0.1964,15.0375,Minkowskian Baseline,3.88,MATCH: 2MASS J05355476-0510556 (Or*),,
05h35m46.89s -05d23m51.36s,0.2479,28.4919,Gasious Substrate Schema,10.04,MATCH: [SKN2015] AzTEC-Ori 397 (MoC),,
05h34m27.29s -05d12m24.40s,0.2703,202.9086,Gasious Substrate Schema,10.99,MATCH: [DRH2012] 780 (*),,
05h34m14.65s -05d13m21.36s,0.417,246.4965,Trefoil Metric Schema,12.79,MATCH: 2MASS J05341523-0513307 (*),,
05h33m43.06s -05d26m55.59s,0.2363,57.6157,Gasious Substrate Schema,34.6,MATCH: [SKN2015] AzTEC-Ori  57 (mm),,
05h35m42.83s -05d06m14.32s,1.3608,140.0285,Metric Spacetime Anomaly,18.16,MATCH: [KFP2017] Orion A 486 (cor),,
05h35m47.85s -05d45m26.32s,0.2396,6.7383,Gasious Substrate Schema,39.9,MATCH: [SKN2015] AzTEC-Ori 410 (mm),,
05h35m33.18s -05d22m56.23s,0.3465,192.0191,Helical Metric Schema,15.82,MATCH: COUP J053533.8-052244 (X),,
05h36m03.45s -05d17m09.69s,1.1197,25.7157,Baryonic Metric Substrate,19.14,MATCH: [H97b] 21024 (V*),,
05h34m41.38s -05d26m24.75s,0.3281,28.1925,Helical Metric Schema,3.72,MATCH: [SKN2015] C18O-Ori  43 (MoC),,
05h36m00.86s -05d21m25.23s,0.2966,33.8952,Solenoidal Metric Schema (Iron),36.04,MATCH: [H97b] 10916 (*),,
05h34m27.59s -05d08m44.44s,0.2166,37.1326,Minkowskian Baseline,12.89,MATCH: 2MASS J05342760-0508316 (*),,
05h34m26.90s -05d11m05.10s,0.3076,237.9688,Solenoidal Metric Schema (Iron),37.38,MATCH: [H97b] 10160 (*),,
05h34m21.93s -05d13m32.18s,0.3689,24.2529,Trefoil Metric Schema,18.47,MATCH: [H97b] 21397 (*),,
05h34m10.40s -05d19m08.42s,0.3729,747.0845,Localized Torsional Inflection,30.63,MATCH: 2MASS J05341036-0519391 (Y*O),,
05h34m58.88s -05d22m46.62s,0.5719,237.1057,Metric Spacetime Anomaly,9.88,MATCH: COUP J053459.4-052251 (X),,
05h35m19.85s -05d08m54.50s,0.4461,147.9575,Trefoil Metric Schema,5.88,MATCH: 2MASS J05351954-0508583 (NIR),,
05h35m31.41s -05d43m50.41s,0.3313,24.1094,Helical Metric Schema,17.01,MATCH: [SRB2015] p58 (Y*O),,
05h36m27.73s -05d23m10.65s,0.17,259.0079,Minkowskian Baseline,45.95,MATCH: 2MASS J05362501-0523321 (TT*),,
05h34m51.64s -05d35m46.35s,0.2336,69.1865,Gasious Substrate Schema,22.47,MATCH: 2MASS J05345021-0535389 (Or*),,
05h36m16.05s -05d09m45.46s,0.2385,68.7321,Gasious Substrate Schema,33.54,MATCH: 2MASS J05361409-0509289 (*),,
05h35m23.79s -05d08m26.70s,0.3346,50.914,Helical Metric Schema,3.41,MATCH: [KSS2017] 15 (cor),,
05h34m41.64s -05d14m59.52s,0.4408,253.6201,Trefoil Metric Schema,27.69,MATCH: [DRS2009] 2449 (*),,
05h36m12.12s -05d32m54.81s,0.4475,90.1087,Trefoil Metric Schema,33.64,MATCH: [SKN2015] AzTEC-Ori 485 (Y*O),,
05h36m12.88s -05d13m30.09s,0.2742,53.945,Gasious Substrate Schema,6.33,MATCH: [H97b] 11013 (*),,
05h36m22.57s -05d37m28.56s,0.1917,0.1575,Minkowskian Baseline,22.43,MATCH: [INS2019] 77 (MoC),,
05h36m15.77s -05d38m03.81s,0.2711,19.1969,Gasious Substrate Schema,22.88,MATCH: 2MASS J05361591-0537407 (Ir*),,
05h34m03.17s -05d10m36.75s,0.4408,26.7278,Trefoil Metric Schema,24.91,MATCH: 2MASS J05340432-0510549 (*),,
05h35m52.65s -05d28m51.19s,0.3378,46.383,Helical Metric Schema,10.18,MATCH: V* AQ Ori (TT*),,
05h35m10.32s -05d04m03.30s,0.2446,25.7801,Gasious Substrate Schema,30.78,MATCH: 2MASS J05351213-0503485 (NIR),,
05h36m21.45s -05d08m39.52s,0.1808,150.6973,Minkowskian Baseline,22.26,MATCH: [H97b] 21652 (*),,
05h36m35.02s -05d17m10.54s,0.2379,38.3656,Gasious Substrate Schema,43.2,MATCH: V* V367 Ori (TT*),,
05h34m55.45s -05d15m05.67s,0.2146,16.3087,Minkowskian Baseline,22.67,MATCH: 2MASS J05345667-0514524 (Y*O),,
05h35m44.90s -05d41m28.56s,0.1924,137.4554,Minkowskian Baseline,4.51,MATCH: [SKN2015] AzTEC-Ori 391 (mm),,
05h35m31.40s -05d14m20.44s,0.2736,20.7611,Gasious Substrate Schema,15.77,MATCH: JW  884 (Or*),,
05h36m10.06s -05d26m06.98s,0.3283,9.6222,Helical Metric Schema,4.33,MATCH: [SRB2015] p119 (Y*O),,
05h34m10.00s -05d27m46.13s,1.1107,11.8735,Baryonic Metric Substrate,55.89,MATCH: 2MASS J05341205-0528327 (*),,
05h34m27.12s -05d37m43.87s,0.3452,126.1408,Helical Metric Schema,10.46,MATCH: V* V1957 Ori (Or*),,
05h33m51.58s -05d30m30.90s,0.3487,2.4728,Helical Metric Schema,8.33,MATCH: 2MASS J05335210-0530284 (TT*),,
05h35m01.72s -05d17m28.42s,0.4386,105.8257,Trefoil Metric Schema,18.61,MATCH: [SRB2015] p156 (Y*O),,
05h35m18.70s -05d34m12.74s,0.9577,229.8772,Baryonic Metric Substrate,11.22,MATCH: COUP J053519.3-053419 (X),,
05h36m56.55s -05d25m46.13s,0.4225,8.5928,Trefoil Metric Schema,21.81,MATCH: V* V1775 Ori (Or*),,
05h36m11.44s -05d41m18.05s,0.2682,64.8632,Gasious Substrate Schema,36.31,MATCH: V* V2650 Ori (Or*),,
05h36m06.76s -05d25m21.06s,0.2654,165.7808,Gasious Substrate Schema,10.12,MATCH: [SKN2015] AzTEC-Ori 474 (mm),,
05h34m33.89s -05d42m55.61s,0.2842,113.1785,Solenoidal Metric Schema (Iron),6.23,MATCH: HD  36866 (Y*O),,
05h35m12.88s -05d34m33.61s,0.3893,183.1152,Localized Torsional Inflection,11.95,MATCH: [H97b] 10435 (*),,
05h34m11.95s -05d30m51.86s,0.3325,2.9581,Helical Metric Schema,32.74,MATCH: 2MASS J05341150-0530198 (Or*),,
05h36m32.33s -05d30m43.40s,0.5214,78.3034,Metric Spacetime Anomaly,1.66,MATCH: 2MASS J05363241-0530446 (*),,
05h33m58.01s -05d29m57.78s,0.8948,17.3952,Baryonic Metric Substrate,41.24,MATCH: [SKN2015] AzTEC-Ori  80 (mm),,
05h36m02.15s -05d14m00.43s,0.2671,22.016,Gasious Substrate Schema,23.94,MATCH: [AD95] 1760 (*),,
05h35m43.66s -05d27m05.74s,0.1828,115.7638,Minkowskian Baseline,19.03,MATCH: 2MASS J05354360-0527246 (*),,
05h35m38.43s -05d15m52.30s,0.2838,37.6209,Solenoidal Metric Schema (Iron),13.25,MATCH: [INS2019] 41 (MoC),,
05h34m51.23s -05d03m41.71s,0.3137,119.069,Solenoidal Metric Schema (Iron),12.71,MATCH: [SRB2015] p187 (Y*O),,
05h35m48.02s -05d07m54.03s,1.0613,14.3966,Baryonic Metric Substrate,5.98,MATCH: Parenago  2204 (*),,
05h35m26.43s -05d25m43.30s,0.1854,25.2331,Minkowskian Baseline,3.31,MATCH: V* AK Ori (Or*),,
05h34m26.58s -05d09m07.34s,0.1801,228.4217,Minkowskian Baseline,38.82,MATCH: 2MASS J05342760-0508316 (*),,
05h34m36.39s -05d07m26.85s,0.7182,124.2509,Metric Spacetime Anomaly,32.41,MATCH: [H97b] 21506 (*),,
05h34m52.05s -05d13m23.80s,0.2542,6.1661,Gasious Substrate Schema,10.78,MATCH: 2MASS J05345143-0513295 (TT*),,
05h35m19.23s -05d22m32.83s,0.2331,5.1922,Gasious Substrate Schema,2.16,MATCH: 2MASS J05351913-0522343 (Y*?),,
05h34m00.92s -05d11m39.46s,0.5279,152.0084,Metric Spacetime Anomaly,38.4,MATCH: [DRH2012] 1707 (*),,
05h34m06.17s -05d39m13.68s,0.1782,43.6161,Minkowskian Baseline,49.07,MATCH: 2MASS J05340292-0539211 (Em*),,
05h35m07.81s -05d45m42.43s,0.2238,279.9114,Localized Torsional Inflection,27.11,MATCH: V* V482 Ori (Or*),,
05h36m02.80s -05d34m13.77s,0.414,27.163,Trefoil Metric Schema,10.29,MATCH: [SRB2015] p76 (Y*O),,
05h35m52.82s -05d08m51.05s,0.3262,27.0997,Helical Metric Schema,21.75,MATCH: 2MASS J05355156-0509020 (*),,
05h36m46.15s -05d28m46.75s,0.1958,1.4822,Minkowskian Baseline,35.26,MATCH: Brun 1032 (*),,
05h35m56.47s -05d15m19.96s,0.2193,217.6942,Minkowskian Baseline,11.66,MATCH: [H97b] 20966 (*),,
05h36m36.41s -05d34m59.23s,0.8593,79.6566,Localized Torsional Inflection,40.62,MATCH: 2MASS J05363682-0534190 (Y*O),,
05h35m33.93s -05d31m03.12s,0.2547,294.9032,Gasious Substrate Schema,24.59,MATCH: Brun 773 (TT*),,
05h35m32.75s -05d27m19.14s,0.5726,79.902,Metric Spacetime Anomaly,9.73,MATCH: COUP J053533.3-052720 (X),,
05h36m55.01s -05d27m23.51s,0.4072,32.5805,Trefoil Metric Schema,53.51,MATCH: Parenago  2460 (*),,
05h35m15.14s -05d01m29.44s,0.2857,27.0772,Solenoidal Metric Schema (Iron),9.81,MATCH: [TKT2002] I97 (X),,
05h34m23.65s -05d18m00.35s,0.9905,17.8224,Baryonic Metric Substrate,36.55,MATCH: 2MASS J05342366-0517238 (Or*),,
05h35m58.73s -05d42m56.21s,0.2386,67.4732,Gasious Substrate Schema,15.82,MATCH: [SRB2015] p62 (Y*O),,
05h36m38.90s -05d15m33.86s,0.1911,54.671,Minkowskian Baseline,92.53,MATCH: 2MASS J05364467-0516075 (RG*),,
05h35m11.75s -05d36m10.15s,0.2799,381.0872,Localized Torsional Inflection,19.14,MATCH: [DRH2012] 1207 (*),,
05h35m48.37s -05d00m09.64s,0.175,296.5794,Minkowskian Baseline,7.28,MATCH: [GC94b] 181 (X),,
05h35m07.87s -05d35m25.72s,0.2777,15.2711,Gasious Substrate Schema,13.91,MATCH: [SKN2015] C18O-Ori 137 (MoC),,
05h35m20.12s -05d13m34.42s,0.1709,27.0668,Minkowskian Baseline,10.57,MATCH: V* V2355 Ori (Or*),,
05h36m31.11s -05d25m26.06s,0.6349,77.9853,Metric Spacetime Anomaly,34.38,MATCH: V* V1614 Ori (Or*),,
05h36m18.27s -05d30m25.53s,0.4405,14.4363,Trefoil Metric Schema,11.41,MATCH: [SKN2015] AzTEC-Ori 503 (mm),,
05h35m14.22s -05d40m26.47s,0.2809,3.4125,Solenoidal Metric Schema (Iron),14.91,MATCH: 2MASS J05351399-0540118 (*),,
05h35m06.13s -05d15m46.10s,0.2448,30.5271,Gasious Substrate Schema,4.65,MATCH: [NW2007] OrionAN-0535063-51550 (Y*?),,
05h36m18.73s -05d23m37.36s,0.215,15.9082,Minkowskian Baseline,14.82,MATCH: 2MASS J05361940-0523264 (**),,
05h34m39.53s -05d07m31.85s,1.2368,124.0741,Metric Spacetime Anomaly,15.1,MATCH: [H97b] 10222 (*),,
05h35m18.23s -05d43m51.53s,0.3794,188.5648,Trefoil Metric Schema,25.59,MATCH: CXORRS J053517.7-054416 (X),,
05h34m09.43s -05d20m57.08s,0.6888,20.6001,Metric Spacetime Anomaly,15.47,MATCH: [DRS2009] 2369 (*),,
05h34m34.26s -05d03m22.26s,0.2451,27.8358,Gasious Substrate Schema,15.67,MATCH: HD 294265 (Y*O),,
05h35m44.23s -05d21m28.84s,0.3605,393.9235,Trefoil Metric Schema,7.17,MATCH: [H97b] 10774 (*),,
05h35m36.49s -05d23m58.87s,0.287,177.1061,Solenoidal Metric Schema (Iron),16.38,MATCH: [SRB2015] p125 (Y*O),,
05h35m00.18s -05d04m08.28s,1.496,23.542,Metric Spacetime Anomaly,17.98,MATCH: [SRB2015] p184 (Y*O),,
05h34m09.47s -05d40m05.89s,0.3506,125.0672,Helical Metric Schema,42.05,MATCH: [MGM2012] 1313 (IR),,
05h34m41.22s -05d22m02.10s,0.2011,25.5379,Minkowskian Baseline,15.54,MATCH: 2MASS J05344182-0521494 (Or*),,
05h34m05.45s -05d31m28.13s,0.2151,8.9408,Minkowskian Baseline,25.45,MATCH: [SRB2015] s79 (Y*O),,
05h35m05.80s -05d11m52.92s,0.2004,38.9703,Minkowskian Baseline,3.69,MATCH: [KPM2006] 211 (*),,
05h34m59.88s -05d09m36.89s,0.3064,50.0345,Solenoidal Metric Schema (Iron),10.61,MATCH: 2MASS J05350039-0509441 (Or*),,
05h34m18.65s -05d25m41.44s,0.2522,196.4951,Localized Torsional Inflection,21.94,MATCH: [GPK2020] 2 (glb),,
